ja-JP	latitude	longitude	first_julian_day	last_julian_day	texture	overall_length
河ノ辺1号墳	35.51069282	135.1118764	1936553	1947145	Enpun	26
中尾古墳	35.67266281	135.2944722	1936553	1947145	Enpun	26
畑大塚1号墳	35.55187871	134.9324882	1936553	1947145	Enpun	26
遠所31号墳	35.67053568	135.0746466	1910986	1921578	Enpun	26
墓ノ谷12号墳	35.67737093	135.0782685	1936553	1947145	Enpun	26
高山1号墳	35.70803582	135.0901418	1925596	1936188	Enpun	26
上野1号墳	35.7162151	135.1034387	1925596	1936188	Enpun	26
天童山13号墳	34.76883	136.12992	1910986	1921578	Enpun	26
湯山1号墳	34.76883	136.12992	1965772	1976365	Enpun	26
保子里18号墳	34.88197	136.58417	1936553	1965407	Enpun	26
大山田A-20号墳	34.71844	136.50578	1936553	1947145	Enpun	26
中大谷16号墳	34.75956	136.44697	1936553	1947145	Enpun	26
垣内田10号墳	34.57794	136.52758	1936553	1958102		26
平林16号墳	34.57794	136.52758	1936553	1958102	Enpun	26
平林23号墳	34.57794	136.52758	1936553	1965407	Enpun	26
白山4号墳	34.57794	136.52758	1947510	1965407	Enpun	26
常光坊谷2号墳	34.57794	136.52758	1892724	1903316	Enpun	26
やつで3号墳	34.57794	136.52758	1936553	1947145	Enpun	26
昼河A2号墳	34.4875	136.70931	1963946	1969060	Enpun	26
寺山12号墳	34.25243524	135.2921344	1936553	1947145	Enpun	26
西庄4号墳	34.2622569	135.1092611	1925596	1936188	Enpun	26
弁天山(向山4号墳)	33.92392142	135.1514983	1903681	1910621	Enpun	26
吹上2号墳	33.91577972	135.184633	1903681	1910621	Enpun	26
秋葉山1号墳	33.84001866	135.1843316	1925596	1936188	Enpun	26
三保東山古墳	35.31414	134.88333	1936553	1947145	Enpun	24
大森神社古墳	35.5445	134.82019	1936553	1947145	Enpun	24
穴ヶ谷西11号墳	35.3765	134.81633	1936553	1947145	Enpun	24
西家の上2号墳	35.40464	134.76767	1947510	1965407	Enpun	24
高塚山2号墳	34.67593811	135.0630798	1925596	1936188	Enpun	24
舞子西石ヶ谷3号墳	34.69017	135.19544	1925596	1936188	Enpun	24
舞子西石ヶ谷4号墳	34.69017	135.19544	1914639	1925231	Enpun	24
舞子西石ヶ谷6号墳	34.69017	135.19544	1936553	1947145	Enpun	24
黍田16号墳	34.83069	134.52883	1936553	1947145	Enpun	24
馬立04号墳	34.91858	134.54933	1936553	1947145	Enpun	24
龍子向山3号墳	34.857847	134.545397	1925596	1936188	Enpun	24
太市中06号墳	34.81517	134.68539	1925596	1936188	Enpun	24
勝手野4号墳	34.81372948	134.92711	1954815	1965407	Enpun	24
勝手野5号墳	34.81372948	134.92711	1936553	1947145	Enpun	24
中番22号墳	34.85786	134.93981	1954815	1965407	Enpun	24
三方古墳	34.81517	134.68539	1925596	1936188	Enpun	24
三津5号墳	35.00425	134.53994	1925596	1936188	Enpun	24
奥豊部1号墳	35.10256	134.90047	1936553	1947145	Enpun	24
石垣山2号墳	35.05031	134.92336	1936553	1947145	Enpun	24
女夫岩2号墳	35.05031	134.92336	1936553	1947145	Enpun	24
入角017号墳	35.05031	134.92336	1963946	1969060	Enpun	24
入角018号墳	35.05031	134.92336	1954815	1965407	Enpun	24
坂本4号墳	35.006666	134.983055	1954815	1965407	Enpun	24
年ノ神1号墳	34.811	134.9589	1936553	1958102	Enpun	24
箱塚3号墳	35.09281	135.17375	1936553	1947145	Enpun	24
多利向山C-2号墳	35.16883	135.10119	1903681	1910621	Enpun	24
野坂大谷12号墳	35.087777	135.004166	1925596	1936188	Enpun	24
22地点1号墳	34.69017	135.19544	1936553	1947145	Enpun	24
22地点2号墳	34.69017	135.19544	1936553	1947145	Enpun	24
中西山3号墳	34.88997	135.22544	1936553	1947145	Enpun	24
大戸ノ松1号墳	34.88997	135.22544	1914639	1925231	Enpun	24
八十塚古墳群岩ヶ平支群第05号	34.748918	135.3129574	1936553	1958102	Enpun	24
八十塚古墳群岩ヶ平支群第07号	34.748918	135.3129574	1936553	1947145	Enpun	24
仁川旭ヶ丘3号墳	34.8	135.36031	1936553	1958102	Enpun	24
雲雀山西尾根B-2号墳	34.82941377	135.3952086	1925596	1936188	Enpun	24
太平寺古墳群3-2号墳(太平寺古墳群3号墳)	34.57928	135.62861	1936553	1947145	Enpun	24
雁多尾畑古墳群49-10号墳	34.5957797	135.6495054	1965772	1976365	Hofun	24
郡川16号墳	34.62692	135.60083	1910986	1921578	Enpun	24
高安古墳群110号墳	34.62228208	135.6473763	1914639	1936188	Enpun	24
山畑古墳群11号墳	34.66104752	135.6528958	1925596	1947145	Enpun	24
山畑古墳群15号墳	34.66104752	135.6528958	1925596	1947145	Enpun	24
山畑古墳群24号墳	34.66104752	135.6528958	1925596	1947145	Enpun	24
みかん山古墳群5号墳	34.67936	135.60089	1936553	1947145	Enpun	24
みかん山古墳群11号墳	34.67936	135.60089	1910986	1921578	Enpun	24
切戸1号墳	34.55792	135.60631	1925596	1936188	Enpun	24
一須賀古墳群Ｂ6(11)号墳	34.50176472	135.6438379	1910986	1921578	Hofun	24
一須賀古墳群Ｅ1号墳	34.50176472	135.6438379	1936553	1947145	Enpun	24
一須賀古墳群J13号墳	34.50176472	135.6438379	1925596	1936188	Enpun	24
一須賀古墳群Q13号墳	34.50199518	135.6438434	1936553	1958102	Enpun	24
一須賀古墳群WA7号墳	34.50176472	135.6438379	1925596	1936188	Enpun	24
一須賀古墳群WA17号墳	34.50176472	135.6438379	1903681	1910621	Enpun	24
寛弘寺古墳群7号墳	34.48845094	135.6184264	1925596	1936188	Enpun	24
嶽山古墳群第5号墳	34.49964	135.59725	1925596	1947145	Enpun	24
寺古墳群3号墳	34.78794	135.67994	1940571	1947510	Hofun	24
寺古墳群4号墳	34.78794	135.67994	1922309	1940206	Enpun	24
塚脇C-1号墳	34.846	135.61725	1936553	1958102	Enpun	24
塚脇X-1号墳	34.846	135.61725	1914639	1925231	Enpun	24
塚原G1号墳	34.8541687	135.5692665	1903681	1910621	Enpun	24
塚原G3号墳	34.8541687	135.5692665	1936553	1958102	Enpun	24
塚原G4号墳	34.8541687	135.5692665	1910986	1921578	Enpun	24
塚原L1号墳	34.8541687	135.5692665	1936553	1947145	Enpun	24
長ヶ淵1号墳	34.85780013	135.5642964	1936553	1947145	Enpun	24
下代古墳群2号墳	34.48358	135.42358	1936553	1947145	Enpun	24
下代古墳群3号墳	34.48358	135.42358	1936553	1947145	Enpun	24
竜田守谷古墳	34.61101493	135.7213204	1952624	1964312	Enpun	24
能峠南山3号墳	34.53313459	135.9640438	1936553	1947145	Enpun	24
室の谷2号墳	34.53313459	135.9640438	1936553	1947145	Hofun	24
粟原カタソバ5号墳	34.49877503	135.8786872	1947510	1965407	Enpun	24
新沢530号墳	34.47191053	135.7659382	1922309	1940206	Enpun	24
佐田1号墳(狐塚古墳)	34.45582768	135.7864252	1904046	1921943	Enpun	24
ナシタニ1号墳	34.46302831	135.7790352	1904046	1921943	Enpun	24
寺口千塚9号墳	34.47595108	135.7022074	1947510	1965407	Enpun	24
寺口忍海D-30号墳	34.47595108	135.7022074	1954815	1965407	Enpun	24
寺口忍海E-1号墳	34.47595108	135.7022074	1916099	1927787	Enpun	24
寺口忍海E-3号墳	34.47595108	135.7022074	1904046	1921943	Enpun	24
寺口忍海E-9号墳	34.47595108	135.7022074	1940571	1958468	Enpun	24
寺口忍海H-14号墳	34.47595108	135.7022074	1936553	1947145	Enpun	24
石光山22号墳埋葬施設2	34.47226216	135.7284251	1916099	1927787	Enpun	24
石光山42号墳埋葬施設1	34.47226216	135.7284251	1933266	1940206	Enpun	24
巨勢山431号墳(境谷8号墳)	34.43869735	135.7359138	1904046	1910986	Enpun	24
太鼓塚15号墳	35.04151431	135.85124	1936553	1965407	Enpun	24
太鼓塚16号墳	35.04151431	135.85124	1936553	1947145	Enpun	24
穴太飼込13号墳	35.05483783	135.8654785	1936553	1947145	Enpun	24
穴太飼込19号墳	35.05483783	135.8654785	1936553	1947145	Enpun	24
酒波東3号墳	35.42780219	136.01441	1947510	1965407	Enpun	24
北落古墳群X3	35.20153922	136.2653916	1925596	1947145	Enpun	24
尼子1号墳	35.21238244	136.2512333	1947510	1965407	Hofun	24
楢崎8号墳	35.19469713	136.2914201	1936553	1965407	Enpun	24
楢崎55号墳	35.19469713	136.2914201	1936553	1965407	Enpun	24
金剛寺野29号墳	35.15671881	136.2756444	1940571	1958468	Enpun	24
和田11号墳	35.00353387	136.0003691	1910986	1921578	Enpun	24
小玉岩1号墳	34.80788831	135.824149	1940571	1976730	Enpun	24
上大谷12号墳	34.86548561	135.7928393	1933266	1940206	Hofun	24
隼上り3号墳	34.90432392	135.8068251	1936553	1947145	Enpun	24
出雲2号墳古墳	35.05407794	135.5803162	1933266	1947510	Enpun	24
城谷口1号墳	35.10902376	135.5216353	1925596	1936188	Enpun	24
新堂池2号墳	35.11034539	135.468048	1910986	1921578	Enpun	24
園部天神山1号墳	35.11034539	135.468048	1910986	1921578	Enpun	24
園部天神山3号墳	35.11034539	135.468048	1936553	1947145	Enpun	24
細谷2号墳	35.32284781	135.239882	1947510	1965407	Enpun	24
細谷5号墳	35.32284781	135.239882	1936553	1947145	Enpun	24
高谷10号墳	35.32774861	135.21639	1936553	1947145	Enpun	24
喜多家奥古墳	35.45693781	135.3103088	1925596	1936188	Enpun	24
鶏塚古墳	35.59868407	134.9582557	1936553	1947145	Enpun	24
アバ田1号墳	35.5828464	134.9500799	1936553	1947145	Enpun	24
アバ田2号墳	35.5828464	134.9500799	1936553	1947145	Enpun	24
高山5号墳	35.70803582	135.0901418	1936553	1947145	Enpun	24
上山8号墳	34.62758	136.10839	1925596	1936188	Enpun	24
上山13号墳	34.62758	136.10839	1954815	1965407	Enpun	24
上山14号墳	34.62758	136.10839	1936553	1958102	Enpun	24
瓜原1号墳	34.62758	136.10839	1936553	1965407	Enpun	24
勝地大坪1号墳	34.66961	136.17786	1925596	1936188	Enpun	24
勝地大坪2号墳	34.66961	136.17786	1936553	1947145	Enpun	24
富岡前山古墳	34.76394	136.21994	1936553	1947145	Enpun	24
御池5号墳	34.96503	136.62442	1936553	1947145	Enpun	24
平田8号墳	34.75956	136.44697	1963946	1969060	Enpun	24
平田9号墳	34.75956	136.44697	1963946	1969060	Enpun	24
平田10号墳	34.75956	136.44697	1963946	1969060	Enpun	24
平田18号墳	34.75956	136.44697	1892724	1903316	Enpun	24
中大谷13号墳	34.75956	136.44697	1910986	1921578	Enpun	24
朝日山C-1号墳	34.75956	136.44697	1936553	1965407	Enpun	24
山の下B-2号墳	34.75956	136.44697	1904046	1915734	Enpun	24
小野口古墳	34.75956	136.44697	1910986	1921578	Enpun	24
上井生3号墳	34.65622	136.43478	1936553	1947145	Hofun	24
上野山狐塚4号墳	34.65622	136.43478	1910986	1921578	Enpun	24
浅間3号墳	34.57794	136.52758	1910986	1921578	Enpun	24
垣内田5号墳	34.57794	136.52758	1936553	1958102	Enpun	24
垣内田7号墳	34.57794	136.52758	1936553	1947145	Enpun	24
平林20号墳	34.57794	136.52758	1925596	1936188	Enpun	24
天神山1号墳	34.57794	136.52758	1910986	1921578	Enpun	24
寺山13号墳	34.25243524	135.2921344	1925596	1936188	Hofun	24
前山B101号墳	34.22570228	135.2279718	1936553	1947145	Enpun	24
井辺前山32号墳	34.22322533	135.2207435	1925596	1936188	Enpun	24
寺内35号墳	34.21137642	135.2259651	1936553	1947145	Enpun	24
晒山4号墳	34.26408018	135.17496	1903681	1910621	Enpun	24
箕島1号墳(一本松)	34.08752013	135.1237817	1910986	1921578	Enpun	24
森尾大内谷4号墳	35.5445	134.82019	1925596	1936188	Enpun	22
大師山01号墳	35.5445	134.82019	1910986	1921578	Enpun	22
木虎谷11号墳	34.83592331	134.3898816	1936553	1947145	Enpun	22
西脇B-01号墳	34.86538095	134.5964747	1947510	1965407	Enpun	22
西脇B-02号墳	34.86538095	134.5964747	1947510	1965407	Enpun	22
西脇B-04号墳	34.86538095	134.5964747	1947510	1965407	Enpun	22
池尻12号墳	34.79927088	134.8419148	1925596	1936188	Enpun	22
勝手野2号墳	34.81372948	134.92711	1936553	1958102	Enpun	22
中番23号墳	34.85786	134.93981	1936553	1958102	Enpun	22
上三草8号墳	34.91736	134.97333	1936553	1947145	Enpun	22
吉馬滑B号墳	34.91736	134.97333	1925596	1936188	Enpun	22
大平池古墳	35.05031	134.92336	1936553	1947145	Enpun	22
女夫岩1号墳	35.05031	134.92336	1947510	1965407	Enpun	22
入角098号墳	35.05031	134.92336	1963946	1969060	Enpun	22
富吉北山3号墳	34.98292	134.97953	1954815	1965407	Enpun	22
高川1号墳	34.88997	135.22544	1936553	1947145	Enpun	22
角蓮寺4号墳	34.88997	135.22544	1936553	1947145	Enpun	22
青石古墳	34.73764	135.34175	1936553	1947145	Enpun	22
中筋山手東1号墳	34.8	135.36031	1925596	1936188	Enpun	22
中筋山手東2号墳	34.8	135.36031	1925596	1936188	Enpun	22
中筋山手東3号墳	34.8	135.36031	1910986	1921578	Enpun	22
雁多尾畑古墳群49-4号墳	34.5957797	135.6495054	1954815	1965407	Hofun	22
平尾山古墳群9-2号墳	34.59209538	135.6389557	1954815	1965407	Enpun	22
山畑古墳群40号墳	34.66104752	135.6528958	1936553	1958102	Enpun	22
一須賀古墳群I4号墳	34.50176472	135.6438379	1903681	1910621	Hofun	22
一須賀古墳群I20号墳	34.50176472	135.6438379	1903681	1910621	Enpun	22
一須賀古墳群K11号墳	34.50176472	135.6438379	1936553	1947145	Enpun	22
寛弘寺古墳群38号墳	34.48845094	135.6184264	1936553	1958102	Hofun	22
寛弘寺古墳群47号墳	34.48845094	135.6184264	1925596	1936188	Enpun	22
神山丑神古墳群5号墳	34.46456	135.6225	1936553	1947145	Hofun	22
神山丑神古墳群8号墳	34.46456	135.6225	1936553	1958102	Enpun	22
堂山古墳群5号墳	34.712	135.62342	1947510	1965407	Enpun	22
梶原B-1号墳	34.846	135.61725	1914639	1925231	Enpun	22
塚脇C-6号墳	34.846	135.61725	1914639	1925231	Enpun	22
塚穴2号墳	34.846	135.61725	1936553	1958102	Enpun	22
塚原G2号墳	34.8541687	135.5692665	1936553	1947145	Enpun	22
岡崎4号墳	34.97244	135.41422	1910986	1921578	Enpun	22
持尾古墳群1号墳	34.49167	135.62964	1952624	1964312	Enpun	22
持尾古墳群4号墳	34.49167	135.62964	1952624	1964312	Enpun	22
シントク2号墳	34.57339145	135.9641934	1936553	1947145	Enpun	22
龍王山B-2号墳	34.55761924	135.8489919	1925596	1936188	Enpun	22
嶽山古墳	34.53313459	135.9640438	1958833	1976730	Enpun	22
寺口忍海E-7号墳	34.47595108	135.7022074	1904046	1921943	Enpun	22
寺口忍海E-12号墳	34.47595108	135.7022074	1947510	1965407	Enpun	22
寺口忍海H-9号墳	34.47595108	135.7022074	1892724	1903316	Enpun	22
寺口忍海H-32号墳	34.47595108	135.7022074	1925596	1936188	Enpun	22
寺口忍海H-36号墳	34.47595108	135.7022074	1925596	1936188	Enpun	22
巨勢山75号墳	34.42584973	135.7270702	1903681	1910621	Enpun	22
大通寺E-3号墳	35.04506792	135.8571949	1940571	1952259	Enpun	22
穴太飼込21号墳	35.05483783	135.8654785	1936553	1947145	Enpun	22
人塚古墳	35.39234568	136.3837016	1925596	1947145	Enpun	22
黄牛塚古墳	35.33890032	136.3018127	1936553	1947145	Enpun	22
金剛寺野26号墳	35.15671881	136.2756444	1933266	1940206	Enpun	22
金剛寺野27号墳	35.15671881	136.2756444	1916099	1927787	Enpun	22
金剛寺野28号墳	35.15671881	136.2756444	1916099	1927787	Enpun	22
上日吉3号墳	35.12384096	136.1930822	1940571	1947510	Enpun	22
和田8号墳	35.00353387	136.0003691	1936553	1947145	Enpun	22
和田9号墳	35.00353387	136.0003691	1936553	1947145	Enpun	22
新開西2号墳	35.01802944	136.0008099	1947510	1956276	BrownCircle	22
新開西3号墳	35.01802944	136.0008099	1947510	1956276	Hofun	22
狐栗B-2号墳	34.99295049	136.0818932	1947510	1965407	Enpun	22
畑ノ前6号墳	34.75094552	135.789814	1936553	1947145	Enpun	22
醍醐14号墳	34.96343088	135.8228611	1940571	1952259	Hofun	22
音戸山8号墳	35.0290528	135.7001112	1940571	1976730	Enpun	22
加舎西山10号墳	35.01993027	135.4887049	1947510	1965407	Enpun	22
北ノ庄3号墳	35.04109561	135.5438144	1936553	1947145	Enpun	22
拝田8号墳	35.04109561	135.5438144	1925596	1936188	Enpun	22
城谷口12号墳	35.10902376	135.5216353	1936553	1947145	Enpun	22
園部天神山2号墳	35.11034539	135.468048	1910986	1921578	Enpun	22
鴨野1号墳	35.30652468	135.1341799	1910986	1921578	Enpun	22
城ノ尾古墳	35.25928526	135.1844098	1925596	1936188	Enpun	22
下山39号墳	35.30875235	135.0877735	1936553	1947145	Enpun	22
岩田1号墳	35.33228486	135.0959782	1940571	1958468	Enpun	22
浦入西2号墳	35.52417654	135.3415321	1910986	1921578	Enpun	22
霧ヶ鼻6号墳	35.5472903	135.1560728	1910986	1921578	Enpun	22
小寺山ノ口古墳	35.53993277	135.2354849	1936553	1947145	Enpun	22
堀坂神社2号墳	35.60273887	134.9834755	1936553	1947145	Enpun	22
遠所27号墳	35.67053568	135.0746466	1925596	1936188	Enpun	22
新ヶ尾東10号墳	35.64004415	135.0908825	1925596	1936188	Enpun	22
高山4号墳	35.70803582	135.0901418	1925596	1936188	Enpun	22
中村3号墳	34.62758	136.10839	1903681	1910621	Enpun	22
久米山48号墳	34.76883	136.12992	1910986	1921578	Enpun	22
神林7号墳	34.76394	136.21994	1936553	1958102	Enpun	22
宇賀新田9号墳	35.09456	136.53833	1936553	1958102	Enpun	22
宇賀新田10号墳	35.09456	136.53833	1936553	1958102	Enpun	22
狐塚2号墳	34.96503	136.62442	1936553	1958102	Enpun	22
御池4号墳	34.96503	136.62442	1936553	1947145	Enpun	22
御池6号墳	34.96503	136.62442	1936553	1958102	Enpun	22
大山田A-5号墳	34.71844	136.50578	1936553	1947145	Enpun	22
平田71号墳	34.75956	136.44697	1963946	1969060	Enpun	22
まんじゅう山2号墳	34.62322	136.47997	1936553	1947145	Enpun	22
小野1号墳	34.57794	136.52758	1936553	1947145	Enpun	22
垣内田6号墳	34.57794	136.52758	1936553	1958102	Enpun	22
五輪山3号墳	34.57794	136.52758	1936553	1958102	Enpun	22
宮山古墳	34.35206	136.70364	1936553	1947145	Enpun	22
蛇池古墳	34.48133	136.84342	1936553	1947145	Enpun	22
百合山2号墳	34.24527086	135.3705162	1910986	1921578	Enpun	22
森尾大内谷3号墳	35.5445	134.82019	1936553	1947145	Enpun	20
森尾大内谷5号墳	35.5445	134.82019	1936553	1947145	BrownCircle	20
見蔵岡1号墳	35.64997	134.75775	1910986	1921578	BrownCircle	20
ヨゴレババ2号墳	35.64997	134.75775	1936553	1947145	BrownCircle	20
大師山10号墳	35.5445	134.82019	1914639	1925231	Enpun	20
文堂古墳	35.47336	134.59467	1936553	1947145	Enpun	20
八幡山5号墳	35.47336	134.59467	1903681	1921578	BrownCircle	20
浅間西山1号墳	35.40464	134.76767	1925596	1936188	BrownCircle	20
東家ノ上3号墳	35.40464	134.76767	1936553	1947145	Enpun	20
高塚山1号墳	34.67593811	135.0630798	1925596	1936188	BrownCircle	20
高塚山6号墳	34.67593811	135.0630798	1936553	1947145	Enpun	20
高塚山7号墳	34.67593811	135.0630798	1936553	1947145	Enpun	20
舞子・毘沙門2号墳	34.69017	135.19544	1925596	1936188	BrownCircle	20
舞子西石ヶ谷2号墳	34.69017	135.19544	1936553	1947145	Enpun	20
小丸第2号墳	34.80358	134.46811	1925596	1936188	Enpun	20
中山09号墳	34.87361	134.35608	1936553	1947145	Enpun	20
大林2号墳	34.75	134.39	1936553	1958102	BrownCircle	20
北山3号墳	34.75	134.39	1954815	1965407	BrownCircle	20
周世黒谷古墳	34.75	134.39	1936553	1958102	BrownCircle	20
惣計谷A号墳	34.75	134.39	1936553	1947145	BrownCircle	20
塚山第1-7号墳	34.75	134.39	1936553	1958102	BrownCircle	20
塚山第1-13号墳	34.75	134.39	1954815	1965407	BrownCircle	20
野田2号墳	34.75	134.39	1936553	1947145	BrownCircle	20
八重山古墳	34.75	134.39	1954815	1965407	BrownCircle	20
黍田15号墳	34.83069	134.52883	1947510	1965407	Enpun	20
半田山3号墳	34.83069	134.52883	1925596	1936188	Enpun	20
袋尻浅谷1号墳	34.83069	134.52883	1947510	1965407	BrownCircle	20
馬立07号墳	34.91858	134.54933	1936553	1947145	Enpun	20
馬立20号墳	34.91858	134.54933	1936553	1958102	Enpun	20
馬立22号墳	34.91858	134.54933	1936553	1947145	Enpun	20
龍子長山1号墳	34.857847	134.545397	1936553	1947145	Enpun	20
龍子向山2号墳	34.857847	134.545397	1947510	1965407	Enpun	20
津原1号墳	34.857847	134.545397	1936553	1947145	Enpun	20
鳥坂4号墳	34.857847	134.545397	1925596	1936188	Enpun	20
綾部山28号墳	34.78556	134.55931	1925596	1936188	BrownCircle	20
太市中01号墳	34.81517	134.68539	1925596	1936188	Enpun	20
太市中08号墳	34.81517	134.68539	1936553	1947145	BrownCircle	20
太市中09号墳	34.81517	134.68539	1925596	1936188	BrownCircle	20
太市中10号墳	34.81517	134.68539	1936553	1947145	BrownCircle	20
太市中13号墳	34.81517	134.68539	1914639	1925231	BrownCircle	20
西脇A-32号墳	34.86538095	134.5964747	1947510	1965407	BrownCircle	20
西脇A-33号墳	34.86538095	134.5964747	1947510	1965407	Enpun	20
西脇B-07号墳	34.86538095	134.5964747	1947510	1965407	Enpun	20
西脇B-08号墳	34.86538095	134.5964747	1947510	1965407	Enpun	20
西脇D-066号墳	34.86538095	134.5964747	1947510	1965407	Enpun	20
丁古墳群 第3次調査 2号墳	34.81807938	134.5999699	1914639	1925231	BrownCircle	20
丁古墳群 第3次調査 3号墳	34.81807938	134.5999699	1910986	1921578	BrownCircle	20
丁古墳群 第3次調査 4号墳	34.81807938	134.5999699	1925596	1936188	BrownCircle	20
丁山頂古墳	34.81517	134.68539	1925596	1936188	BrownCircle	20
池尻03号墳	34.79927088	134.8419148	1910986	1921578	Enpun	20
池尻04号墳	34.79927088	134.8419148	1925596	1936188	Enpun	20
池尻05号墳	34.79927088	134.8419148	1936553	1947145	Enpun	20
池尻09号墳	34.79927088	134.8419148	1936553	1958102	BrownCircle	20
池尻10号墳	34.79927088	134.8419148	1925596	1936188	BrownCircle	20
舛田山15号墳	34.75692	134.84128	1936553	1947145	BrownCircle	20
池尻17号墳	34.79927088	134.8419148	1936553	1947145	Enpun	20
池尻18号墳	34.79927088	134.8419148	1936553	1947145	Enpun	20
池尻19号墳	34.79927088	134.8419148	1910986	1921578	Enpun	20
奥新田東1号墳	34.75692	134.84128	1936553	1947145	Enpun	20
奥新田東2号墳	34.75692	134.84128	1954815	1965407	Enpun	20
阿弥陀第I号墳	34.76594	134.79064	1936553	1958102	Enpun	20
勝手野6号墳	34.81372948	134.92711	1954815	1965407	Enpun	20
勝手野7号墳	34.81372948	134.92711	1936553	1947145	Enpun	20
毛無山3号墳	34.85786	134.93981	1936553	1958102	BrownCircle	20
状覚山04号墳	34.85239314	134.881432	1914639	1925231	Enpun	20
開キ古墳	34.92783	134.84189	1947510	1965407	BrownCircle	20
ヤクチ2号墳	34.92783	134.84189	1947510	1965407	BrownCircle	20
焼野古墳	34.92783	134.84189	1936553	1947145	BrownCircle	20
小丸山2号墳	34.91736	134.97333	1936553	1947145	Enpun	20
小丸山3号墳	34.91736	134.97333	1914639	1925231	Enpun	20
黒石山11号墳	34.93778	134.94511	1914639	1925231	Enpun	20
吉馬滑A号墳	34.91736	134.97333	1936553	1947145	Enpun	20
吉馬滑C号墳	34.91736	134.97333	1936553	1947145	Enpun	20
吉馬滑D号墳	34.91736	134.97333	1925596	1936188	Enpun	20
吉馬櫃坂A-1号墳	34.91736	134.97333	1936553	1958102	Enpun	20
飾東1号墳	34.81517	134.68539	1936553	1947145	Enpun	20
飾東2号墳	34.81517	134.68539	1925596	1936188	Enpun	20
三津1号墳	35.00425	134.53994	1936553	1947145	BrownCircle	20
三津2号墳	35.00425	134.53994	1925596	1936188	Enpun	20
小苗1号墳	35.02578	134.99183	1936553	1947145	Enpun	20
田野口1号墳	35.05031	134.92336	1954815	1965407	Enpun	20
築ケ鼻3号墳	35.05031	134.92336	1936553	1947145	BrownCircle	20
村東山古墳	35.05031	134.92336	1965772	1976365	BrownCircle	20
入角062号墳	35.05031	134.92336	1954815	1965407	Enpun	20
入角072号墳	35.05031	134.92336	1954815	1965407	Enpun	20
入角100号墳	35.05031	134.92336	1954815	1965407	Enpun	20
入角101号墳	35.05031	134.92336	1963946	1969060	Enpun	20
坂本1号墳	35.006666	134.983055	1936553	1947145	BrownCircle	20
坂本3号墳	35.006666	134.983055	1936553	1958102	Enpun	20
坂本5号墳	35.006666	134.983055	1954815	1965407	Enpun	20
坂本6号墳	35.006666	134.983055	1954815	1965407	Enpun	20
窟屋扇ノ坂古墳	34.79692	134.99019	1936553	1947145	Enpun	20
箱塚5号墳	35.09281	135.17375	1936553	1947145	Enpun	20
庄境1号墳	35.06661	135.18497	1936553	1947145	Enpun	20
平松片山古墳	35.16883	135.10119	1936553	1947145	BrownCircle	20
井原至山古墳	35.07408	135.03553	1903681	1910621	BrownCircle	20
野坂大谷30号墳	35.087777	135.004166	1954815	1965407	BrownCircle	20
野坂大谷31号墳	35.087777	135.004166	1954815	1965407	BrownCircle	20
明神1号墳 第1主体	34.47433	134.84661	1936553	1947145	BrownCircle	20
曲田山古墳	34.34247	134.89564	1925596	1936188	BrownCircle	20
明田丸山古墳	34.34247	134.89564	1910986	1921578	BrownCircle	20
由ヶ谷1号墳	34.29581	134.77908	1936553	1958102	BrownCircle	20
オキダ2号墳	34.69017	135.19544	1925596	1936188	BrownCircle	20
青龍寺裏山1号墳	34.88997	135.22544	1954815	1965407	BrownCircle	20
北ノ脇2号墳	34.88997	135.22544	1936553	1947145	Enpun	20
高川2号墳	34.88997	135.22544	1936553	1947145	Enpun	20
奈良山12号墳	34.88997	135.22544	1954815	1965407	Enpun	20
東家地古墳	34.88997	135.22544	1925596	1936188	BrownCircle	20
博地谷古墳	34.88997	135.22544	1936553	1958102	BrownCircle	20
前ノ谷古墳(AS-111)	34.88997	135.22544	1925596	1936188	BrownCircle	20
道東古墳(AN-104)	34.88997	135.22544	1936553	1947145	BrownCircle	20
茗荷谷3号墳	34.88997	135.22544	1914639	1925231	BrownCircle	20
八十塚古墳群岩ヶ平支群第15号	34.748918	135.3129574	1936553	1958102	Enpun	20
八十塚古墳群岩ヶ平支群第50号	34.748918	135.3129574	1936553	1947145	Enpun	20
旭塚古墳	34.727	135.30411	1936553	1958102	BrownCircle	20
業平1号墳	34.727	135.30411	1910986	1921578	Enpun	20
城山04号墳	34.727	135.30411	1936553	1947145	BrownCircle	20
城山10号墳	34.727	135.30411	1936553	1958102	BrownCircle	20
城山15号墳	34.727	135.30411	1936553	1947145	BrownCircle	20
岡本梅林1号墳	34.69017	135.19544	1954815	1965407	BrownCircle	20
鬼塚古墳	34.69017	135.19544	1936553	1947145	BrownCircle	20
郡家下山田1号墳	34.69017	135.19544	1936553	1958102	BrownCircle	20
郡家下山田2号墳	34.69017	135.19544	1954815	1965407	BrownCircle	20
住吉宮町18次-1号墳	34.69017	135.19544	1936553	1947145	BrownCircle	20
野寄03号墳	34.69017	135.19544	1910986	1921578	BrownCircle	20
野寄05号墳	34.69017	135.19544	1914639	1925231	BrownCircle	20
野寄06号墳	34.69017	135.19544	1936553	1958102	BrownCircle	20
野寄07号墳	34.69017	135.19544	1936553	1958102	BrownCircle	20
野寄08号墳	34.69017	135.19544	1936553	1958102	BrownCircle	20
