key	longitude	latitude
Wamyo562	138.6513889	35.66222222
Wamyo563	138.6969444	35.715
Wamyo564	138.5777778	35.64055556
Wamyo565	138.8875	35.54083333
Wamyo566	138.9038889	35.55055556
Wamyo567	139.0030556	35.60916667
Wamyo568	138.4611111	36.23555556
Wamyo569	138.4783333	36.27138889
Wamyo570	138.4191667	36.33555556
Wamyo571	138.4919444	36.335
Wamyo572	138.3363889	36.27138889
Wamyo573	138.4411111	36.29138889
Wamyo574	138.1361111	36.02111111
Wamyo575	138.2058333	36.01777778
Wamyo576	138.0927778	36.07111111
Wamyo577	137.97	35.91138889
Wamyo578	138.0163889	35.86388889
Wamyo579	137.9522222	36.10777778
Wamyo580	138.0016667	36.315
Wamyo581	138.4091667	36.89611111
Wamyo582	138.2527778	36.59638889
Wamyo583	138.2891667	36.64388889
Wamyo584	137.8577778	35.53388889
Wamyo585	137.8958333	35.55055556
Wamyo586	137.9836111	35.79888889
Wamyo587	138.3311111	36.45083333
Wamyo588	138.245	36.38333333
Wamyo589	138.2058333	36.36861111
Wamyo590	138.2016667	36.38305556
Wamyo591	138.1519444	36.37472222
Wamyo592	138.0894444	36.51833333
Wamyo593	138.0755556	36.56361111
Wamyo594	137.9672222	36.54055556
Wamyo595	138.1602778	36.6
Wamyo596	138.1905556	36.59444444
Wamyo597	138.1816667	36.61138889
Wamyo598	138.1544444	36.46583333
Wamyo599	138.0452778	36.45694444
Wamyo600	138.1544444	36.46694444
Wamyo601	137.8977778	36.32388889
Wamyo602	137.8941667	36.37277778
Wamyo603	137.9047222	36.30111111
Wamyo604	138.3030556	36.68888889
Wamyo605	138.2588889	36.65805556
Wamyo606	138.255	36.74305556
Wamyo607	138.2222222	36.64833333
Wamyo608	138.2019444	36.63416667
Wamyo609	138.1858333	36.66388889
Wamyo610	138.1558333	36.52416667
Wamyo611	138.1972222	36.56638889
Wamyo612	138.1266667	36.53861111
Wamyo613	138.1827778	36.46277778
Wamyo614	138.1227778	36.51305556
Wamyo615	138.1680556	36.53194444
Wamyo616	138.1536111	36.48194444
Wamyo617	136.7919444	35.44416667
Wamyo618	136.7561111	35.44638889
Wamyo619	136.7111111	35.47138889
Wamyo620	137.1088889	35.43777778
Wamyo621	137.0169444	35.41916667
Wamyo622	137.0452778	35.42555556
Wamyo623	137.1086111	35.33
Wamyo624	137.0380556	35.40805556
Wamyo625	137.0866667	35.74916667
Wamyo626	136.7586111	35.41555556
Wamyo627	136.5538889	35.30694444
Wamyo628	136.5533333	35.32166667
Wamyo629	136.5558333	35.28638889
Wamyo630	136.5755556	35.27277778
Wamyo631	136.5486111	35.31472222
Wamyo632	136.5622222	35.26638889
Wamyo633	136.5833333	35.29194444
Wamyo634	136.5488889	35.31472222
Wamyo635	137.1688889	36.25305556
Wamyo636	137.2133333	36.21194444
Wamyo637	136.6836111	35.45555556
Wamyo638	136.6941667	35.44583333
Wamyo639	136.6880556	35.45888889
Wamyo640	136.8177778	35.46666667
Wamyo641	136.7727778	35.53666667
Wamyo642	136.8463889	35.49222222
Wamyo643	136.8447222	35.49861111
Wamyo644	136.5447222	35.50388889
Wamyo645	136.6347222	35.46916667
Wamyo646	136.5752778	35.48638889
Wamyo647	136.5941667	35.46666667
Wamyo648	136.6108333	35.52722222
Wamyo649	136.6305556	35.44583333
Wamyo650	136.9408333	35.39694444
Wamyo651	136.8241667	35.40666667
Wamyo652	136.8377778	35.39
Wamyo653	136.6183333	35.38277778
Wamyo654	136.6044444	35.42027778
Wamyo655	136.6744444	35.35833333
Wamyo656	136.6491667	35.36222222
Wamyo657	136.6891667	35.49555556
Wamyo658	136.6669444	35.46083333
Wamyo659	136.6763889	35.43805556
Wamyo660	136.5527778	35.45555556
Wamyo661	136.5788889	35.4275
Wamyo662	136.5736111	35.44333333
Wamyo663	136.5455556	35.33611111
Wamyo664	136.5269444	35.36333333
Wamyo665	136.4402778	35.3775
Wamyo666	136.5941667	35.35777778
Wamyo667	136.5055556	35.37888889
Wamyo668	136.5247222	35.38
Wamyo669	136.5808333	35.37888889
Wamyo670	137.3397222	35.74277778
Wamyo671	137.5294444	35.57361111
Wamyo672	137.3619444	35.34777778
Wamyo673	136.7080556	35.37083333
Wamyo674	136.7994444	35.42055556
Wamyo675	137.0413889	35.5125
Wamyo676	136.9722222	35.45166667
Wamyo677	137.0802778	35.47333333
Wamyo678	137.0083333	35.45666667
Wamyo679	137.0772222	35.47888889
Wamyo680	136.6208333	35.19333333
Wamyo681	137.2030556	35.36138889
Wamyo682	136.9266667	35.47
Wamyo683	136.8725	35.58027778
Wamyo684	136.9708333	35.49472222
Wamyo685	136.8972222	35.52111111
Wamyo686	137.2436111	35.40611111
Wamyo687	137.1319444	35.33388889
Wamyo688	136.9930556	35.51416667
Wamyo689	137.8230556	34.70083333
Wamyo690	137.7758333	34.67861111
Wamyo691	137.7602778	34.68138889
Wamyo692	137.7877778	34.69138889
Wamyo693	137.8638889	34.81388889
Wamyo694	137.9769444	34.75277778
Wamyo695	137.9997222	34.79305556
Wamyo696	138.9388889	35.02861111
Wamyo697	138.9283333	34.9475
Wamyo698	139.0008333	35.135
Wamyo699	138.9394444	35.06416667
Wamyo700	138.9225	35.05388889
Wamyo701	138.8766667	35.01888889
Wamyo702	138.9030556	35.09333333
Wamyo703	139.0986111	34.965
Wamyo704	138.9502778	35.10777778
Wamyo705	138.6858333	35.15111111
Wamyo706	138.7119444	35.16083333
Wamyo707	138.7011111	35.14333333
Wamyo708	138.6841667	35.13527778
Wamyo709	138.325	34.86583333
Wamyo710	138.2622222	34.86527778
Wamyo711	138.2602778	34.86861111
Wamyo712	138.2702778	34.84805556
Wamyo713	138.2344444	34.92527778
Wamyo714	138.3027778	34.895
Wamyo715	138.4844444	35.04138889
Wamyo716	138.5161111	35.0525
Wamyo717	137.7711111	34.8275
Wamyo718	137.8011111	34.83611111
Wamyo719	137.7494444	34.76944444
Wamyo720	137.9066667	34.78972222
Wamyo721	137.8875	34.82027778
Wamyo722	137.9411111	34.75055556
Wamyo723	138.1866667	34.76666667
Wamyo724	138.2197222	34.80527778
Wamyo725	138.2233333	34.79194444
Wamyo726	138.2016667	34.68916667
Wamyo727	138.2386111	34.75611111
Wamyo728	138.2433333	34.78694444
Wamyo729	138.1252778	34.81916667
Wamyo730	137.6319444	34.69972222
Wamyo731	137.6525	34.76166667
Wamyo732	137.6111111	34.68361111
Wamyo733	138.8733333	35.15472222
Wamyo734	138.8861111	35.05444444
Wamyo735	138.7894444	35.12666667
Wamyo736	138.8266667	35.11305556
Wamyo737	138.9433333	35.33083333
Wamyo738	138.8619444	35.12388889
Wamyo739	138.1997222	34.8375
Wamyo740	138.0991667	34.68305556
Wamyo741	138.1225	34.70222222
Wamyo742	137.9975	34.67916667
Wamyo743	138.0772222	34.71888889
Wamyo744	138.0794444	34.76111111
Wamyo745	137.8891667	34.95638889
Wamyo746	137.5605556	34.80027778
