Z	X	Y	String
5	26	17	163810.290762 1123000.000000 163810.290762 1234500.000000
5	26	18	270332.852824 1123000.000000 270332.852824 1234500.000000
5	26	19	363552.400879 1123000.000000 363552.400879 1234500.000000
5	26	20	450520.528033 1123000.000000 450520.528033 1234500.000000
5	26	21	522858.008799 1123000.000000 522858.008799 1234500.000000
5	26	22	584849.470177 1123000.000000 584849.470177 1234500.000000
5	26	23	641005.184833 1123000.000000 641005.184833 1234500.000000
5	26	24	683923.597945 1123000.000000 683923.597945 1234500.000000
5	26	25	722344.540544 1123000.000000 722344.540544 1234500.000000
5	26	26	752949.766348 1123000.000000 752949.766348 1234500.000000
5	26	27	780343.161072 1123000.000000 780343.161072 1234500.000000
5	26	28	801043.368586 1123000.000000 801043.368586 1234500.000000
5	26	29	815523.470774 1123000.000000 815523.470774 1234500.000000
5	26	30	832134.240789 1123000.000000 832134.240789 1234500.000000
5	26	31	843228.899863 1123000.000000 843228.899863 1234500.000000
5	27	0	-843228.899863 1234500.000000 -843228.899863 1350000.000000
5	27	1	-832134.240789 1234500.000000 -832134.240789 1350000.000000
5	27	2	-815523.470774 1234500.000000 -815523.470774 1350000.000000
5	27	3	-801043.368586 1234500.000000 -801043.368586 1350000.000000
5	27	4	-780343.161072 1234500.000000 -780343.161072 1350000.000000
5	27	5	-752949.766348 1234500.000000 -752949.766348 1350000.000000
5	27	6	-722344.540544 1234500.000000 -722344.540544 1350000.000000
5	27	7	-683923.597945 1234500.000000 -683923.597945 1350000.000000
5	27	8	-641005.184833 1234500.000000 -641005.184833 1350000.000000
5	27	9	-584849.470177 1234500.000000 -584849.470177 1350000.000000
5	27	10	-522858.008799 1234500.000000 -522858.008799 1350000.000000
5	27	11	-450520.528033 1234500.000000 -450520.528033 1350000.000000
5	27	12	-363552.400879 1234500.000000 -363552.400879 1350000.000000
5	27	13	-270332.852824 1234500.000000 -270332.852824 1350000.000000
5	27	14	-163810.290762 1234500.000000 -163810.290762 1350000.000000
5	27	15	-53657.548949 1234500.000000 -53657.548949 1350000.000000
5	27	16	53657.548949 1234500.000000 53657.548949 1350000.000000
5	27	17	163810.290762 1234500.000000 163810.290762 1350000.000000
5	27	18	270332.852824 1234500.000000 270332.852824 1350000.000000
5	27	19	363552.400879 1234500.000000 363552.400879 1350000.000000
5	27	20	450520.528033 1234500.000000 450520.528033 1350000.000000
5	27	21	522858.008799 1234500.000000 522858.008799 1350000.000000
5	27	22	584849.470177 1234500.000000 584849.470177 1350000.000000
5	27	23	641005.184833 1234500.000000 641005.184833 1350000.000000
5	27	24	683923.597945 1234500.000000 683923.597945 1350000.000000
5	27	25	722344.540544 1234500.000000 722344.540544 1350000.000000
5	27	26	752949.766348 1234500.000000 752949.766348 1350000.000000
5	27	27	780343.161072 1234500.000000 780343.161072 1350000.000000
5	27	28	801043.368586 1234500.000000 801043.368586 1350000.000000
5	27	29	815523.470774 1234500.000000 815523.470774 1350000.000000
5	27	30	832134.240789 1234500.000000 832134.240789 1350000.000000
5	27	31	843228.899863 1234500.000000 843228.899863 1350000.000000
5	28	0	-843228.899863 1350000.000000 -843228.899863 1461500.000000
5	28	1	-832134.240789 1350000.000000 -832134.240789 1461500.000000
5	28	2	-815523.470774 1350000.000000 -815523.470774 1461500.000000
5	28	3	-801043.368586 1350000.000000 -801043.368586 1461500.000000
5	28	4	-780343.161072 1350000.000000 -780343.161072 1461500.000000
5	28	5	-752949.766348 1350000.000000 -752949.766348 1461500.000000
5	28	6	-722344.540544 1350000.000000 -722344.540544 1461500.000000
5	28	7	-683923.597945 1350000.000000 -683923.597945 1461500.000000
5	28	8	-641005.184833 1350000.000000 -641005.184833 1461500.000000
5	28	9	-584849.470177 1350000.000000 -584849.470177 1461500.000000
5	28	10	-522858.008799 1350000.000000 -522858.008799 1461500.000000
5	28	11	-450520.528033 1350000.000000 -450520.528033 1461500.000000
5	28	12	-363552.400879 1350000.000000 -363552.400879 1461500.000000
5	28	13	-270332.852824 1350000.000000 -270332.852824 1461500.000000
5	28	14	-163810.290762 1350000.000000 -163810.290762 1461500.000000
5	28	15	-53657.548949 1350000.000000 -53657.548949 1461500.000000
5	28	16	53657.548949 1350000.000000 53657.548949 1461500.000000
5	28	17	163810.290762 1350000.000000 163810.290762 1461500.000000
5	28	18	270332.852824 1350000.000000 270332.852824 1461500.000000
5	28	19	363552.400879 1350000.000000 363552.400879 1461500.000000
5	28	20	450520.528033 1350000.000000 450520.528033 1461500.000000
5	28	21	522858.008799 1350000.000000 522858.008799 1461500.000000
5	28	22	584849.470177 1350000.000000 584849.470177 1461500.000000
5	28	23	641005.184833 1350000.000000 641005.184833 1461500.000000
5	28	24	683923.597945 1350000.000000 683923.597945 1461500.000000
5	28	25	722344.540544 1350000.000000 722344.540544 1461500.000000
5	28	26	752949.766348 1350000.000000 752949.766348 1461500.000000
5	28	27	780343.161072 1350000.000000 780343.161072 1461500.000000
5	28	28	801043.368586 1350000.000000 801043.368586 1461500.000000
5	28	29	815523.470774 1350000.000000 815523.470774 1461500.000000
5	28	30	832134.240789 1350000.000000 832134.240789 1461500.000000
5	28	31	843228.899863 1350000.000000 843228.899863 1461500.000000
5	29	0	-843228.899863 1461500.000000 -843228.899863 1573000.000000
5	29	1	-832134.240789 1461500.000000 -832134.240789 1573000.000000
5	29	2	-815523.470774 1461500.000000 -815523.470774 1573000.000000
5	29	3	-801043.368586 1461500.000000 -801043.368586 1573000.000000
5	29	4	-780343.161072 1461500.000000 -780343.161072 1573000.000000
5	29	5	-752949.766348 1461500.000000 -752949.766348 1573000.000000
5	29	6	-722344.540544 1461500.000000 -722344.540544 1573000.000000
5	29	7	-683923.597945 1461500.000000 -683923.597945 1573000.000000
5	29	8	-641005.184833 1461500.000000 -641005.184833 1573000.000000
5	29	9	-584849.470177 1461500.000000 -584849.470177 1573000.000000
5	29	10	-522858.008799 1461500.000000 -522858.008799 1573000.000000
5	29	11	-450520.528033 1461500.000000 -450520.528033 1573000.000000
5	29	12	-363552.400879 1461500.000000 -363552.400879 1573000.000000
5	29	13	-270332.852824 1461500.000000 -270332.852824 1573000.000000
5	29	14	-163810.290762 1461500.000000 -163810.290762 1573000.000000
5	29	15	-53657.548949 1461500.000000 -53657.548949 1573000.000000
5	29	16	53657.548949 1461500.000000 53657.548949 1573000.000000
5	29	17	163810.290762 1461500.000000 163810.290762 1573000.000000
5	29	18	270332.852824 1461500.000000 270332.852824 1573000.000000
5	29	19	363552.400879 1461500.000000 363552.400879 1573000.000000
5	29	20	450520.528033 1461500.000000 450520.528033 1573000.000000
5	29	21	522858.008799 1461500.000000 522858.008799 1573000.000000
5	29	22	584849.470177 1461500.000000 584849.470177 1573000.000000
5	29	23	641005.184833 1461500.000000 641005.184833 1573000.000000
5	29	24	683923.597945 1461500.000000 683923.597945 1573000.000000
5	29	25	722344.540544 1461500.000000 722344.540544 1573000.000000
5	29	26	752949.766348 1461500.000000 752949.766348 1573000.000000
5	29	27	780343.161072 1461500.000000 780343.161072 1573000.000000
5	29	28	801043.368586 1461500.000000 801043.368586 1573000.000000
5	29	29	815523.470774 1461500.000000 815523.470774 1573000.000000
5	29	30	832134.240789 1461500.000000 832134.240789 1573000.000000
5	29	31	843228.899863 1461500.000000 843228.899863 1573000.000000
5	30	0	-843228.899863 1573000.000000 -843228.899863 1684500.000000
5	30	1	-832134.240789 1573000.000000 -832134.240789 1684500.000000
5	30	2	-815523.470774 1573000.000000 -815523.470774 1684500.000000
5	30	3	-801043.368586 1573000.000000 -801043.368586 1684500.000000
5	30	4	-780343.161072 1573000.000000 -780343.161072 1684500.000000
5	30	5	-752949.766348 1573000.000000 -752949.766348 1684500.000000
5	30	6	-722344.540544 1573000.000000 -722344.540544 1684500.000000
5	30	7	-683923.597945 1573000.000000 -683923.597945 1684500.000000
5	30	8	-641005.184833 1573000.000000 -641005.184833 1684500.000000
5	30	9	-584849.470177 1573000.000000 -584849.470177 1684500.000000
5	30	10	-522858.008799 1573000.000000 -522858.008799 1684500.000000
5	30	11	-450520.528033 1573000.000000 -450520.528033 1684500.000000
5	30	12	-363552.400879 1573000.000000 -363552.400879 1684500.000000
5	30	13	-270332.852824 1573000.000000 -270332.852824 1684500.000000
5	30	14	-163810.290762 1573000.000000 -163810.290762 1684500.000000
5	30	15	-53657.548949 1573000.000000 -53657.548949 1684500.000000
5	30	16	53657.548949 1573000.000000 53657.548949 1684500.000000
5	30	17	163810.290762 1573000.000000 163810.290762 1684500.000000
5	30	18	270332.852824 1573000.000000 270332.852824 1684500.000000
5	30	19	363552.400879 1573000.000000 363552.400879 1684500.000000
5	30	20	450520.528033 1573000.000000 450520.528033 1684500.000000
5	30	21	522858.008799 1573000.000000 522858.008799 1684500.000000
5	30	22	584849.470177 1573000.000000 584849.470177 1684500.000000
5	30	23	641005.184833 1573000.000000 641005.184833 1684500.000000
5	30	24	683923.597945 1573000.000000 683923.597945 1684500.000000
5	30	25	722344.540544 1573000.000000 722344.540544 1684500.000000
5	30	26	752949.766348 1573000.000000 752949.766348 1684500.000000
5	30	27	780343.161072 1573000.000000 780343.161072 1684500.000000
5	30	28	801043.368586 1573000.000000 801043.368586 1684500.000000
5	30	29	815523.470774 1573000.000000 815523.470774 1684500.000000
5	30	30	832134.240789 1573000.000000 832134.240789 1684500.000000
5	30	31	843228.899863 1573000.000000 843228.899863 1684500.000000
5	31	0	-843228.899863 1684500.000000 -843228.899863 1800000.000000
5	31	1	-832134.240789 1684500.000000 -832134.240789 1800000.000000
5	31	2	-815523.470774 1684500.000000 -815523.470774 1800000.000000
5	31	3	-801043.368586 1684500.000000 -801043.368586 1800000.000000
5	31	4	-780343.161072 1684500.000000 -780343.161072 1800000.000000
5	31	5	-752949.766348 1684500.000000 -752949.766348 1800000.000000
5	31	6	-722344.540544 1684500.000000 -722344.540544 1800000.000000
5	31	7	-683923.597945 1684500.000000 -683923.597945 1800000.000000
5	31	8	-641005.184833 1684500.000000 -641005.184833 1800000.000000
5	31	9	-584849.470177 1684500.000000 -584849.470177 1800000.000000
5	31	10	-522858.008799 1684500.000000 -522858.008799 1800000.000000
5	31	11	-450520.528033 1684500.000000 -450520.528033 1800000.000000
5	31	12	-363552.400879 1684500.000000 -363552.400879 1800000.000000
5	31	13	-270332.852824 1684500.000000 -270332.852824 1800000.000000
5	31	14	-163810.290762 1684500.000000 -163810.290762 1800000.000000
5	31	15	-53657.548949 1684500.000000 -53657.548949 1800000.000000
5	31	16	53657.548949 1684500.000000 53657.548949 1800000.000000
5	31	17	163810.290762 1684500.000000 163810.290762 1800000.000000
5	31	18	270332.852824 1684500.000000 270332.852824 1800000.000000
5	31	19	363552.400879 1684500.000000 363552.400879 1800000.000000
5	31	20	450520.528033 1684500.000000 450520.528033 1800000.000000
5	31	21	522858.008799 1684500.000000 522858.008799 1800000.000000
5	31	22	584849.470177 1684500.000000 584849.470177 1800000.000000
5	31	23	641005.184833 1684500.000000 641005.184833 1800000.000000
5	31	24	683923.597945 1684500.000000 683923.597945 1800000.000000
5	31	25	722344.540544 1684500.000000 722344.540544 1800000.000000
5	31	26	752949.766348 1684500.000000 752949.766348 1800000.000000
5	31	27	780343.161072 1684500.000000 780343.161072 1800000.000000
5	31	28	801043.368586 1684500.000000 801043.368586 1800000.000000
5	31	29	815523.470774 1684500.000000 815523.470774 1800000.000000
5	31	30	832134.240789 1684500.000000 832134.240789 1800000.000000
5	31	31	843228.899863 1684500.000000 843228.899863 1800000.000000
